ID,Name,IsTestObject,Active,Type,IsCommercial,ChargesRCC,PCE,CO2,CustomerChg,DemandCharge,NameShort,Blocks
642,Teller Power Company - Commercial - Lg,0,0,1,1,0,,1.8,0.0,0.0,Teller,"[(nan, 0.5489), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
643,Tenakee Springs Electric Utility - Commercial - Lg,0,1,1,1,0,0.458,2.093795,7.5,0.0,Tenake,"[(nan, 0.72), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
644,APT- Tetlin - Commercial - Lg,0,1,1,1,1,0.3373,1.747023,70.0,27.63,APT- T,"[(nan, np.float64(0.425978)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
645,APT- Thorne Bay - Commercial - Lg,0,1,1,1,1,0.0961,0.1591897,70.0,16.82,APT- T,"[(nan, np.float64(0.264378)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
646,APT- Tok - Commercial - Lg,0,1,1,1,1,0.3373,1.747023,70.0,27.63,APT- T,"[(nan, np.float64(0.425978)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
647,Tuluksak Traditional Power - Commercial - Lg,0,1,1,1,0,0.5508,2.495093,,0.0,Tuluks,"[(nan, 0.75), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
648,Tuntutuliak Community Services - Commercial - Lg,0,1,1,1,0,0.5016,2.060982,40.0,0.0,Tuntut,"[(nan, 0.75), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
649,Twin Hills Village Council - Commercial - Lg,0,1,1,1,0,,2.652244,,0.0,Twin H,"[(nan, 0.7192), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
650,"Umnak Power Co., The Native Vill - Commercial - Lg",0,1,1,1,0,0.5508,2.729944,15.0,0.0,Umnak ,"[(nan, 0.75), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
651,Unalakleet Valley Electric Assoc - Commercial - Lg,0,1,1,1,0,0.3516,1.309492,4.0,0.0,Unalak,"[(nan, 0.6509), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
652,"Unalaska, City of - Commercial - Lg",0,1,1,1,0,0.1533,1.407252,53.07,7.11,Unalas,"[(nan, 0.357), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
653,Unqusrag - Commercial - Lg,0,1,1,1,0,0.6008,1.789354,,0.0,Unqusr,"[(nan, 0.8), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
654,Venetie Village Electric - Commercial - Lg,0,1,1,1,0,0.7008,2.677009,,0.0,Veneti,"[(nan, 0.9), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
655,APT- Whale Pass - Commercial - Lg,0,1,1,1,1,0.0961,2.111706,70.0,16.82,APT- W,"[(nan, np.float64(0.264378)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
656,"White Mountain, City of - Commercial - Lg",0,1,1,1,0,0.3139,1.994477,10.0,0.0,White ,"[(nan, 0.55), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
657,"Wrangell, City of - Commercial - Lg",0,1,1,1,0,,0.1136134,13.5,0.0,Wrange,"[(70000.0, 0.1345), (nan, 0.1302), (nan, nan), (nan, nan), (nan, nan)]"
658,AVEC- Yakutat - Commercial - Lg,0,1,1,1,0,0.3034,1.707497,60.0,40.0,AVEC- ,"[(nan, 0.27480000000000004), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
659,AEL&P - Residential Demand,0,1,1,0,1,,0.002855618,12.01,10.3,AEL&P ,"[(nan, np.float64(0.06769900000000001)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
660,AEL&P -  Sm Commercial Demand,0,1,1,1,1,,0.002855618,25.28,11.8875,AEL&P ,"[(nan, np.float64(0.075799)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
663,AEL&P - Residential Heat Pump,0,1,1,0,1,,0.002855618,11.46,9.205,AEL&P ,"[(nan, np.float64(0.061499)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
670,Nuiqsut Natural Gas - Residential,0,1,2,0,1,,,25.0,0.0,Nuiqsu,"[(nan, np.float64(0.001178)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
671,"Kotzebue Electric Assn - Community Bldg,Sm-PCE",0,1,1,1,1,0.2235,1.469073,35.0,0.0,Kotzeb,"[(nan, np.float64(0.424178)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
672,"Kotzebue Electric Assn - Community Bldg,Lg-PCE",0,1,1,1,1,0.2235,1.469073,100.0,5.52,Kotzeb,"[(nan, np.float64(0.408378)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
673,Nuiqsut North Slope Borough Commercial,0,1,1,1,1,0.1508,1.950889,15.0,0.0,Nuiqsu,"[(1000.0, np.float64(0.20117800000000002)), (10000.0, np.float64(0.301178)), (nan, np.float64(0.081178)), (nan, nan), (nan, nan)]"
674,Nuiqsut North Slope Borough Residential,0,1,1,0,1,0.1508,1.950889,15.0,0.0,Nuiqsu,"[(600.0, np.float64(0.151178)), (nan, np.float64(0.081178)), (nan, nan), (nan, nan), (nan, nan)]"
675,Testing - Residential,0,1,1,0,0,,1.1,10.0,0.0,Testin,"[(nan, 0.116), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
676,Testing - Residential,0,1,2,0,0,,,10.0,0.0,Testin,"[(nan, 1.597), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
677,Adak -TDX Residential,0,1,1,0,1,0.7608,3.2828,23.5,0.0,Adak -,"[(nan, np.float64(1.470478)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
678,Adak - TDX Commercial,0,1,1,1,1,0.7608,3.2828,45.94,103.38,Adak -,"[(nan, np.float64(0.9847779999999999)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
682,Enstar Natural Gas - G4,0,1,2,1,1,,,662.75,0.0,Enstar,"[(nan, np.float64(1.09316982)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
683,Golden Valley Electric GS-2(P),0,1,1,1,1,,2.358446,50.0,26.6407661,Golden,"[(nan, np.float64(0.184178)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
684,Golden Valley Electric - GS-3,0,1,1,1,1,,2.358446,220.0,35.96,Golden,"[(nan, np.float64(0.145878)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
685,Homer Electric Assn - Industrial,0,0,1,1,1,,1.1,450.0,23.33,Homer ,"[(nan, np.float64(0.084128)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
686,Wrangell - Large Commercial Heat Rate Service,0,1,1,1,1,,0.1136134,17.5,0.0,Wrange,"[(70000.0, np.float64(0.115178)), (nan, np.float64(0.111178)), (nan, nan), (nan, nan), (nan, nan)]"
687,Wrangell - Small Commercial Heat Rate Service,0,1,1,1,1,,0.1136134,4.0,0.0,Wrange,"[(nan, np.float64(0.086778)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
688,Wrangell - Residential Heat Rate Service,0,1,1,0,1,,0.1136134,4.0,0.0,Wrange,"[(nan, np.float64(0.086778)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
689,Nuiqsut Natural Gas - Commercial,0,1,2,1,1,,,,0.0,Nuiqsu,"[(nan, np.float64(0.180378)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
690,AEL&P Residential Dual Fuel,0,1,1,0,1,,0.002855618,,0.0,AEL&P ,"[(nan, np.float64(0.092078)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
691,AEL&P Commercial and Government Dual Fuel,0,1,1,1,1,,0.002855618,,0.0,AEL&P ,"[(nan, np.float64(0.092078)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
692,Chignik Lagoon - Commercial - Lg,0,1,1,1,1,0.6059,1.419171,,0.0,Chigni,"[(nan, np.float64(0.806278)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
693,Chignik Lagoon - Commercial - Sm,0,1,1,1,1,0.6059,1.419171,,0.0,Chigni,"[(nan, np.float64(0.806278)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
694,Chignik Lagoon - Residential,0,1,1,0,1,0.6059,1.419171,,0.0,Chigni,"[(nan, np.float64(0.806278)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
697,Rampart Village Council,0,1,1,0,1,0.6214,2.6648,,0.0,Rampar,"[(nan, np.float64(0.816078)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
698,Chugach Electric North - Commercial - Lg,0,1,1,1,1,,0.7572226,31.99,36.67,Chugac,"[(nan, np.float64(0.067028)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
699,Chugach Electric North - Comm- Sm Secondary,0,1,1,1,1,,0.7572226,19.46,0.0,Chugac,"[(nan, np.float64(0.183348)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
700,Chugach Electric North - Residential,0,1,1,0,1,,0.7572226,12.79,0.0,Chugac,"[(nan, np.float64(0.193248)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
