ID,Name,IsTestObject,Active,Type,IsCommercial,ChargesRCC,PCE,CO2,CustomerChg,DemandCharge,NameShort,Blocks
1,Chugach Electric South- Residential,0,1,1,0,1,0.0,0.7572226,12.79,0.0,Chugac,"[(nan, np.float64(0.237958)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
2,Anchorage ML&P - Residential,0,0,1,0,0,,1.1,13.62,0.0,Anchor,"[(nan, 0.17487), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
3,Golden Valley Electric - Residential,0,1,1,0,1,,2.358446,22.5,0.0,Golden,"[(nan, np.float64(0.271928)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
5,Enstar Natural Gas - G1 (Res),0,1,2,0,1,0.0,,20.0,0.0,Enstar,"[(nan, np.float64(1.19667982)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
6,"Akhiok, City of Residential",0,1,1,0,0,0.3212,2.574322,,0.0,Akhiok,"[(nan, 0.8), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
7,Akiachak Residential,0,1,1,0,0,0.3587,1.734183,,0.0,Akiach,"[(nan, 0.73), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
8,"Akiak, City of - Residential",0,1,1,0,0,0.4308,1.813185,,0.0,"Akiak,","[(nan, 0.63), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
9,"Akutan, City of - Residential",0,1,1,0,0,0.7508,2.053912,,0.0,Akutan,"[(nan, 0.95), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
11,AEL&P - Residential,0,1,1,0,1,,0.002855618,10.08,0.0,AEL&P ,"[(nan, np.float64(0.127399)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
15,Alutiiq Power - Residential,0,1,1,0,0,0.5008,2.731869,,0.0,Alutii,"[(nan, 0.7), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
16,"Atka, City of Residential",0,1,1,0,0,0.3329,0.5889879,,0.0,"Atka, ","[(nan, 0.625), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
17,Aniak Light & Power - Residential,0,1,1,0,1,0.579,2.097938,,0.0,Aniak ,"[(nan, np.float64(0.8867780000000001)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
18,Arctic Village Elec - Residential,0,1,1,0,0,0.7355,2.527019,,0.0,Arctic,"[(nan, 1.0), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
19,Atmautluak Joint Utilities - Residential,0,1,1,0,0,0.4608,1.873096,,0.0,Atmaut,"[(nan, 0.66), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
20,Barrow Utilities & Electric-elec - Residential,0,1,1,0,0,,2.028199,30.0,0.0,Barrow,"[(nan, 0.1629), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
21,Barrow Utilities & Electric-gas - Residential,0,1,2,0,0,,,30.0,0.0,Barrow,"[(55.0, 0.0), (nan, 0.41), (nan, nan), (nan, nan), (nan, nan)]"
22,Beaver Village Electric Utility - Residential,0,1,1,0,0,0.6267,2.499755,0.0,0.0,Beaver,"[(nan, 0.9), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
23,AVEC- Bethel - Residential,0,1,1,0,0,0.1557,1.630212,5.0,0.0,AVEC- ,"[(nan, 0.4514), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
25,Birch Creek Utilities - Residential,0,1,1,0,0,0.7597,3.480678,,0.0,Birch ,"[(nan, 1.15), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
27,"Buckland, City of- Residential",0,1,1,0,0,0.3008,1.957637,,0.0,Buckla,"[(nan, 0.5), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
30,Chignik Lake Electric Utility - Residential,0,1,1,0,0,0.4119,2.7239,5.0,0.0,Chigni,"[(nan, 0.7), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
31,"Chignik, City of - Residential",0,1,1,0,0,0.3808,1.742497,0.0,0.0,Chigni,"[(nan, 0.639001131), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
32,Chitina Electric - Residential,0,1,1,0,0,0.6501,2.356347,25.0,0.0,Chitin,"[(nan, 1.1), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
33,Central Electric- Residential,0,1,1,0,1,0.4499,2.753425,,0.0,Centra,"[(nan, np.float64(0.746478)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
36,Copper Valley Electric Assn 1 - Residential,0,1,1,0,0,0.0,0.6005461,20.0,0.0,Copper,"[(nan, 0.2319), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
37,Cordova Electric Cooperative - Residential,0,1,1,0,0,0.0839,0.5688799,25.87,0.0,Cordov,"[(500.0, 0.354), (nan, 0.2212), (nan, nan), (nan, nan), (nan, nan)]"
38,Diomede Joint Utilities - Residential,0,1,1,0,0,0.2598,2.725553,35.0,0.0,Diomed,"[(nan, 0.93), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
41,Egegik Light & Power - Residential,0,1,1,0,0,0.4508,2.114206,0.0,0.0,Egegik,"[(nan, 0.65), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
42,AVEC- Ekwok - Residential,0,1,1,0,0,0.4991,1.742509,5.0,0.0,AVEC- ,"[(750.0, 0.7537), (nan, 0.6376000000000001), (nan, nan), (nan, nan), (nan, nan)]"
43,Elfin Cove Electric - Residential,0,1,1,0,0,0.514,2.345662,,0.0,Elfin ,"[(nan, 0.74), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
45,False Pass Electric - Residential,0,1,1,0,0,0.4854,2.031942,,0.0,False ,"[(nan, 0.719), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
47,"G&K, Inc - Residential",0,1,1,0,1,0.7608,2.118109,12.5,0.0,"G&K, I","[(nan, np.float64(1.115778)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
48,Galena Electric Utility - Residential,0,1,1,0,0,0.3764,1.917758,11.2,0.0,Galena,"[(nan, 0.6723), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
49,"Golovin, City of - Residential",0,1,1,0,0,0.3133,2.139312,,0.0,Golovi,"[(nan, 0.46), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
50,APT- Gustavus - Residential,0,1,1,0,1,0.2914,0.2706425,25.5,0.0,APT- G,"[(nan, np.float64(0.465178)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
51,Gwitchyaa Zhee Utility Co - Residential,0,1,1,0,1,0.7608,2.082066,0.0,0.0,Gwitch,"[(nan, np.float64(0.9684780000000001)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
53,Homer Electric Assn  - Residential,0,1,1,0,1,,1.028624,20.0,0.0,Homer ,"[(nan, np.float64(0.28007099999999996)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
55,Hughes Power & Light Co - Residential,0,1,1,0,0,0.5459,2.275382,,0.0,Hughes,"[(nan, 0.91), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
56,"I-N-N Electric Cooperative, Inc - Residential",0,1,1,0,0,0.3956,0.02588284,19.5,0.0,I-N-N ,"[(nan, 0.6693), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
57,Igiugig Village Council - Residential,0,1,1,0,0,0.7165,2.008079,5.0,0.0,Igiugi,"[(nan, 0.9157), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
58,Ipnatchiaq Electrric Co - Residential,0,1,1,0,0,0.4647,1.609351,19.25,0.0,Ipnatc,"[(nan, 0.68), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
61,"Ketchikan, City of - Residential",0,1,1,0,0,0.0,0.1136134,6.4,0.0,Ketchi,"[(nan, 0.1056), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
62,"King Cove, City of - Residential",0,1,1,0,0,0.0001,0.2065458,0.0,0.0,King C,"[(nan, 0.3), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
63,Kipnuk Light Plant - Residential,0,1,1,0,1,0.491,1.441385,,0.0,Kipnuk,"[(nan, np.float64(0.691378)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
64,Kobuk Valley Electric - Residential,0,0,1,0,0,,,,0.0,Kobuk ,"[(nan, nan), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
65,Kodiak Electric Assn - Residential,0,1,1,0,0,,0.004386014,7.5,0.0,Kodiak,"[(nan, 0.1833), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
66,Kokhanok Village Council - Residential,0,1,1,0,0,0.6408,2.299731,10.0,0.0,Kokhan,"[(nan, 0.84), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
67,Koliganek Village Council - Residential,0,1,1,0,0,0.3008,2.111816,21.4,0.0,Koliga,"[(nan, 0.5), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
68,AVEC- Kotlik - Residential,0,1,1,0,0,0.4163,1.75359,5.0,0.0,AVEC- ,"[(750.0, 0.667), (nan, 0.5509), (nan, nan), (nan, nan), (nan, nan)]"
69,Kotzebue Electric Assn - Residential,0,1,1,0,0,0.2617,1.469073,20.0,0.0,Kotzeb,"[(nan, 0.4264), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
70,"Koyukuk, City of - Residential",0,1,1,0,0,0.6501,3.577778,,0.0,Koyuku,"[(nan, 0.95), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
71,Kuiggluum Kallugvia - Residential,0,1,1,0,0,0.4208,2.311544,,0.0,Kuiggl,"[(nan, 0.62), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
72,Kwig Power Company - Residential,0,1,1,0,0,0.3543,1.790428,,0.0,Kwig P,"[(nan, 0.67), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
73,Larsen Bay Electric - Residential,0,1,1,0,0,0.0001,0.1805789,0.0,0.0,Larsen,"[(nan, 0.41), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
74,Levelock Electric Cooperativ - Residential,0,1,1,0,0,0.7608,2.528538,0.0,0.0,Levelo,"[(nan, 0.96), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
75,Manley Utility Co - Residential,0,1,1,0,1,0.7608,2.26414,20.0,0.0,Manley,"[(nan, np.float64(1.238078)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
76,Manakotak Power Company - Residential,0,1,1,0,0,0.249,1.793386,,0.0,Manako,"[(nan, 0.700000048), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
77,Matanuska Electric Assn. - Residential,0,1,1,0,1,,0.8981139,13.0,0.0,Matanu,"[(1300.0, np.float64(0.23593799999999998)), (nan, np.float64(0.221098)), (nan, nan), (nan, nan), (nan, nan)]"
78,McGrath Light & Power - Residential,0,1,1,0,1,0.5006,1.859494,10.0,0.0,McGrat,"[(nan, np.float64(0.908478)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
79,Middle Kuskokwim Electric Coop - Residential,0,1,1,0,1,0.7608,2.560855,28.05,0.0,Middle,"[(nan, np.float64(1.6835779999999998)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
80,Naknek - Residential,0,1,1,0,0,0.3522,1.66061,15.0,0.0,Naknek,"[(nan, 0.5514), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
81,Napakiak - Residential,0,1,1,0,1,0.5628,1.630212,0.0,0.0,Napaki,"[(nan, np.float64(0.955978)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
82,"Napaskiak, Inc - Residential",0,1,1,0,0,0.479,2.50221,25.0,0.0,Napask,"[(nan, 1.1), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
83,Naterkaq Light Plant - Residential,0,1,1,0,0,0.3964,1.993055,,0.0,Naterk,"[(nan, 0.74), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
84,Nelson Lagoon Electric Coop - Residential,0,1,1,0,0,0.6195,2.866622,0.0,0.0,Nelson,"[(nan, 0.84), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
86,"Nikolai Light & Power, City of - Residential",0,1,1,0,0,0.7008,2.472341,,0.0,Nikola,"[(nan, 0.9), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
87,Nome Joint Utilities Systems - Residential,0,1,1,0,0,0.1848,1.458501,20.0,0.0,Nome J,"[(nan, 0.4304), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
88,North Slope Borough Utilities - Residential,0,1,1,0,1,0.1508,1.970787,15.0,0.0,North ,"[(600.0, np.float64(0.151178)), (nan, np.float64(0.351178)), (nan, nan), (nan, nan), (nan, nan)]"
90,Nushagak Electric Cooperative - Residential,0,1,1,0,0,0.2602,1.636292,20.0,0.0,Nushag,"[(nan, 0.4589), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
91,"Ouzinkie, City of - Residential",0,1,1,0,0,0.2762,1.739969,5.0,0.0,Ouzink,"[(nan, 0.5416), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
92,"Paxson Lodge, Inc - Residential",0,1,1,0,0,,1.72,,0.0,Paxson,"[(nan, 1.7), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
93,Pedro Bay Village Council - Residential,0,1,1,0,0,0.6175,2.604706,,0.0,Pedro ,"[(nan, 0.8167), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
94,Perryville Electric Utility - Residential,0,1,1,0,0,0.212,2.045262,,0.0,Perryv,"[(nan, 0.95), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
95,"Petersburg, City of - Residential",0,1,1,0,0,,0.1136134,11.0,0.0,Peters,"[(500.0, 0.126), (nan, 0.108), (nan, nan), (nan, nan), (nan, nan)]"
96,Pilot Point  - Residential,0,1,1,0,0,0.4008,2.734724,10.0,0.0,Pilot ,"[(nan, 0.6), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
97,"Port Heiden, City of - Residential",0,1,1,0,0,0.4498,2.267204,0.0,0.0,Port H,"[(nan, 0.65), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
98,Pelican - Residential,0,1,1,0,0,0.0549,1.17961,10.54,0.0,Pelica,"[(nan, 0.2541), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
99,Puvurnaq Power Company - Residential,0,1,1,0,0,0.4279,1.386522,,0.0,Puvurn,"[(nan, 0.76), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
101,"Ruby, City of - Residential",0,1,1,0,0,0.6156,1.904561,5.0,0.0,"Ruby, ","[(nan, 0.85), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
102,Sand Point TDX - Residential,0,1,1,0,1,0.3545,1.633114,8.32,0.0,Sand P,"[(nan, np.float64(0.601078)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
104,"Seward, City of - Residential",0,1,1,0,0,,0.7572226,22.1,0.0,Seward,"[(nan, 0.29405000000000003), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
105,Nunum Iqua Electric - Residential,0,1,1,0,0,0.3815,1.886753,,0.0,Nunum ,"[(nan, 0.6022000000000001), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
106,"Sitka, City & Borough - Residential",0,1,1,0,0,,0.00780205,20.215,0.0,"Sitka,","[(nan, 0.1747), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
107,"St. Paul, City of - Residential",0,1,1,0,0,0.3708,1.755471,,0.0,St. Pa,"[(nan, 0.57), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
109,Takotna Community Association - Residential,0,1,1,0,0,0.6935,2.449977,,0.0,Takotn,"[(nan, 1.022), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
110,Tanalian Electric Coop - Residential,0,1,1,0,0,0.4715,1.870495,5.0,0.0,Tanali,"[(nan, 0.7983), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
111,"Tanana Power Company, Inc - Residential",0,1,1,0,1,0.3751,1.769005,0.0,0.0,Tanana,"[(nan, np.float64(0.705678)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
112,Tatitlek Electric Utility - Residential,0,1,1,0,0,0.6367,2.54859,0.0,0.0,Tatitl,"[(nan, 0.92), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
114,Teller Power Company - Residential,0,0,1,0,0,0.3484,1.8,0.0,0.0,Teller,"[(nan, 0.5628), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
115,Tenakee Springs Electric Utility - Residential,0,1,1,0,0,0.458,2.093795,7.5,0.0,Tenake,"[(nan, 0.72), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
120,Tuluksak Traditional Power - Commercial - Sm,0,1,1,1,0,0.5508,2.495093,,0.0,Tuluks,"[(nan, 0.75), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
121,Tuntutuliak Community Services - Residential,0,1,1,0,0,0.5016,2.060982,,0.0,Tuntut,"[(nan, 0.75), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
122,"Umnak Power Co., The Native Vill - Residential",0,1,1,0,0,0.5508,2.729944,15.0,0.0,Umnak ,"[(nan, 0.75), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
123,"Unalaska, City of - Residential",0,1,1,0,0,0.1533,1.407252,8.49,0.0,Unalas,"[(nan, 0.42069999999999996), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
124,Unqusrag - Residential,0,1,1,0,0,0.6008,1.789354,,0.0,Unqusr,"[(nan, 0.8), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
127,"White Mountain, City of - Residential",0,1,1,0,0,0.3139,1.994477,10.0,0.0,White ,"[(nan, 0.55), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
128,"Wrangell, City of - Residential",0,1,1,0,0,,0.1136134,8.0,0.0,Wrange,"[(300.0, 0.1548), (1200.0, 0.1291), (nan, 0.1056), (nan, nan), (nan, nan)]"
129,AVEC- Yakutat - Residential,0,1,1,0,0,0.3034,1.707497,,0.0,AVEC- ,"[(750.0, 0.4946), (nan, 0.4466), (nan, nan), (nan, nan), (nan, nan)]"
131,Self Generated Power (oil) - Residential,0,1,1,0,0,0.4382,2.042996,0.0,0.0,Self G,"[(nan, 1.0), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
133,Unalakleet Valley Electric Assoc - Residential,0,1,1,0,1,0.3516,1.309492,4.0,0.0,Unalak,"[(nan, np.float64(0.652078)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
134,Metlakatla Power & Light - Residential,0,1,1,0,0,,0.2022976,,0.0,Metlak,"[(nan, 0.0925), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
135,St. George Electric Utility - Residential,0,1,1,0,0,0.7608,2.394613,,0.0,St. Ge,"[(nan, 1.0), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
136,Copper Valley Electric Assn 2 - Residential,0,1,1,0,0,,0.6005461,20.0,0.0,Copper,"[(nan, 0.2269), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
146,Fairbanks Natural Gas - Residential,0,1,2,0,0,,,12.0,0.0,Fairba,"[(nan, 2.081), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
147,Homer Electric Assn Remote - Residential,0,0,1,0,1,,1.5,11.0,0.0,Homer ,"[(600.0, np.float64(0.151288)), (nan, np.float64(0.159808)), (nan, nan), (nan, nan), (nan, nan)]"
199,APT- Naukiti - Residential,0,1,1,0,1,0.0961,0.1591897,25.5,0.0,APT- N,"[(nan, np.float64(0.32957800000000004)), (nan, nan), (nan, nan), (nan, nan), (nan, nan)]"
201,AVEC- Alakanuk- Residential,0,1,1,0,0,0.4079,1.486074,5.0,0.0,AVEC- ,"[(750.0, 0.6731), (nan, 0.557), (nan, nan), (nan, nan), (nan, nan)]"
202,AVEC- Ambler - Residential,0,1,1,0,0,0.7227,1.777995,5.0,0.0,AVEC- ,"[(750.0, 0.9895), (nan, 0.8734), (nan, nan), (nan, nan), (nan, nan)]"
203,AVEC- Anvik - Residential,0,1,1,0,0,0.5017,1.958265,5.0,0.0,AVEC- ,"[(750.0, 0.7569), (nan, 0.6408), (nan, nan), (nan, nan), (nan, nan)]"
204,AVEC- Brevig Mission - Residential,0,1,1,0,0,0.4344,1.646332,5.0,0.0,AVEC- ,"[(750.0, 0.6860999999999999), (nan, 0.57), (nan, nan), (nan, nan), (nan, nan)]"
205,AVEC- Chevak- Residential,0,1,1,0,0,0.3049,1.2611,5.0,0.0,AVEC- ,"[(750.0, 0.5917), (nan, 0.4756), (nan, nan), (nan, nan), (nan, nan)]"
206,AVEC- Eek - Residential,0,1,1,0,0,0.396,1.699431,5.0,0.0,AVEC- ,"[(750.0, 0.6456), (nan, 0.5295), (nan, nan), (nan, nan), (nan, nan)]"
207,AVEC- Elim - Residential,0,1,1,0,0,0.3686,1.73547,5.0,0.0,AVEC- ,"[(750.0, 0.6168), (nan, 0.5007), (nan, nan), (nan, nan), (nan, nan)]"
208,AVEC- Emmonak - Residential,0,1,1,0,0,0.4079,1.486074,5.0,0.0,AVEC- ,"[(750.0, 0.6731), (nan, 0.557), (nan, nan), (nan, nan), (nan, nan)]"
209,AVEC- Gambell - Residential,0,1,1,0,0,0.4643,1.591899,5.0,0.0,AVEC- ,"[(750.0, 0.7175), (nan, 0.6014), (nan, nan), (nan, nan), (nan, nan)]"
210,AVEC- Goodnews Bay - Residential,0,1,1,0,0,0.4402,1.689388,5.0,0.0,AVEC- ,"[(750.0, 0.6921999999999999), (nan, 0.5761), (nan, nan), (nan, nan), (nan, nan)]"
211,AVEC- Grayling- Residential,0,1,1,0,0,0.4396,1.854232,5.0,0.0,AVEC- ,"[(750.0, 0.6915), (nan, 0.5754), (nan, nan), (nan, nan), (nan, nan)]"
212,AVEC- Holy Cross- Residential,0,1,1,0,0,0.3829,1.892176,5.0,0.0,AVEC- ,"[(750.0, 0.6318), (nan, 0.5157), (nan, nan), (nan, nan), (nan, nan)]"
213,AVEC- Hooper Bay- Residential,0,1,1,0,0,0.4641,1.551215,5.0,0.0,AVEC- ,"[(750.0, 0.7219), (nan, 0.6058), (nan, nan), (nan, nan), (nan, nan)]"
214,AVEC- Huslia - Residential,0,1,1,0,0,0.4128,1.720705,5.0,0.0,AVEC- ,"[(750.0, 0.6633), (nan, 0.5472), (nan, nan), (nan, nan), (nan, nan)]"
215,AVEC- Kaltag- Residential,0,1,1,0,0,0.4158,1.773234,5.0,0.0,AVEC- ,"[(750.0, 0.6665000000000001), (nan, 0.5504), (nan, nan), (nan, nan), (nan, nan)]"
216,AVEC- Kiana- Residential,0,1,1,0,0,0.4314,1.746828,5.0,0.0,AVEC- ,"[(700.0, 0.6829000000000001), (nan, 0.5668), (nan, nan), (nan, nan), (nan, nan)]"
217,AVEC- Kivalina- Residential,0,1,1,0,0,0.4601,1.640001,5.0,0.0,AVEC- ,"[(750.0, 0.7131000000000001), (nan, 0.597), (nan, nan), (nan, nan), (nan, nan)]"
218,AVEC- Koyuk - Residential,0,1,1,0,0,0.4129,1.674698,5.0,0.0,AVEC- ,"[(700.0, 0.6634), (nan, 0.5473), (nan, nan), (nan, nan), (nan, nan)]"
219,AVEC- Lwr/Upr Kalskag - Residential,0,1,1,0,0,0.3845,1.716612,5.0,0.0,AVEC- ,"[(750.0, 0.6335), (nan, 0.5174), (nan, nan), (nan, nan), (nan, nan)]"
220,AVEC- Marshall - Residential,0,1,1,0,0,0.368,1.788789,5.0,0.0,AVEC- ,"[(750.0, 0.6162000000000001), (nan, 0.5001), (nan, nan), (nan, nan), (nan, nan)]"
221,AVEC- Mekoryuk - Residential,0,1,1,0,0,0.3827,1.77864,5.0,0.0,AVEC- ,"[(750.0, 0.6437999999999999), (nan, 0.5277), (nan, nan), (nan, nan), (nan, nan)]"
222,AVEC- Minto - Residential,0,1,1,0,0,0.4009,1.626542,5.0,0.0,AVEC- ,"[(750.0, 0.6508), (nan, 0.5347), (nan, nan), (nan, nan), (nan, nan)]"
223,AVEC- Mt.Village- Residential,0,1,1,0,0,0.3233,1.304778,5.0,0.0,AVEC- ,"[(750.0, 0.6376999999999999), (nan, 0.5216), (nan, nan), (nan, nan), (nan, nan)]"
224,AVEC- New Stuyahok- Residential,0,1,1,0,0,0.4987,1.742509,5.0,0.0,AVEC- ,"[(750.0, 0.7537), (nan, 0.6376000000000001), (nan, nan), (nan, nan), (nan, nan)]"
225,AVEC- Nightmute- Residential,0,1,1,0,0,0.3675,1.522025,5.0,0.0,AVEC- ,"[(750.0, 0.6283000000000001), (nan, 0.5122), (nan, nan), (nan, nan), (nan, nan)]"
226,AVEC- Noatak - Residential,0,1,1,0,0,0.7608,1.729009,5.0,0.0,AVEC- ,"[(750.0, 1.2005), (nan, 1.0844), (nan, nan), (nan, nan), (nan, nan)]"
227,AVEC- Noorvik - Residential,0,1,1,0,0,0.4726,1.729205,5.0,0.0,AVEC- ,"[(750.0, 0.7263), (nan, 0.6102), (nan, nan), (nan, nan), (nan, nan)]"
228,AVEC- Nulato- Residential,0,1,1,0,0,0.3393,1.744027,5.0,0.0,AVEC- ,"[(750.0, 0.5860000000000001), (nan, 0.4699), (nan, nan), (nan, nan), (nan, nan)]"
229,AVEC- Nunapitchuk/Kasig - Residential,0,1,1,0,0,0.4762,1.54915,5.0,0.0,AVEC- ,"[(750.0, 0.7421), (nan, 0.626), (nan, nan), (nan, nan), (nan, nan)]"
230,AVEC- Old Harbor - Residential,0,1,1,0,0,0.3036,1.674152,5.0,0.0,AVEC- ,"[(750.0, 0.5484), (nan, 0.4323), (nan, nan), (nan, nan), (nan, nan)]"
231,AVEC- Pilot Station- Residential,0,1,1,0,0,0.4044,1.731404,5.0,0.0,AVEC- ,"[(750.0, 0.6545000000000001), (nan, 0.5384), (nan, nan), (nan, nan), (nan, nan)]"
232,AVEC- Quinhagak- Residential,0,1,1,0,0,0.3372,1.411971,5.0,0.0,AVEC- ,"[(750.0, 0.6258), (nan, 0.5097), (nan, nan), (nan, nan), (nan, nan)]"
233,AVEC- Russian Mission - Residential,0,1,1,0,0,0.3853,1.692776,5.0,0.0,AVEC- ,"[(750.0, 0.6344000000000001), (nan, 0.5183), (nan, nan), (nan, nan), (nan, nan)]"
234,AVEC- St.Mary's/Adref/Pitkas - Residential,0,1,1,0,0,0.3233,1.304778,5.0,0.0,AVEC- ,"[(750.0, 0.6376999999999999), (nan, 0.5216), (nan, nan), (nan, nan), (nan, nan)]"
235,AVEC- St.Michael- Residential,0,1,1,0,0,0.2854,1.632123,5.0,0.0,AVEC- ,"[(750.0, 0.5907), (nan, 0.4746), (nan, nan), (nan, nan), (nan, nan)]"
236,AVEC- Savoonga - Residential,0,1,1,0,0,0.4388,1.649503,5.0,0.0,AVEC- ,"[(750.0, 0.6907000000000001), (nan, 0.5746), (nan, nan), (nan, nan), (nan, nan)]"
237,AVEC- Scammon Bay - Residential,0,1,1,0,0,0.4448,1.800197,5.0,0.0,AVEC- ,"[(750.0, 0.6970000000000001), (nan, 0.5809), (nan, nan), (nan, nan), (nan, nan)]"
238,AVEC- Selawik- Residential,0,1,1,0,0,0.4578,1.747292,5.0,0.0,AVEC- ,"[(750.0, 0.7107), (nan, 0.5946), (nan, nan), (nan, nan), (nan, nan)]"
239,AVEC- Shageluk - Residential,0,1,1,0,0,0.396,1.997114,5.0,0.0,AVEC- ,"[(750.0, 0.6456), (nan, 0.5295), (nan, nan), (nan, nan), (nan, nan)]"
240,AVEC- Shaktoolik - Residential,0,1,1,0,0,0.4166,1.4254,5.0,0.0,AVEC- ,"[(750.0, 0.7168000000000001), (nan, 0.6007), (nan, nan), (nan, nan), (nan, nan)]"
